Baruuk Chassis ,Component,Salvage,Resource,3250
Baruuk Chassis ,Component,Hespazym Alloy,Resource,100
Baruuk Systems ,Component,Credits,Resource,15000
Baruuk Systems ,Component,Calda Toroid,Resource,3
Baruuk Systems ,Component,Ferrite,Resource,2500
Baruuk Systems ,Component,Entroplasma,Resource,10
Loki Neuroptics,Component,Credits,Resource,15000
Loki Neuroptics,Component,Alloy Plate,Resource,150
Loki Neuroptics,Component,Neural Sensors,Resource,1
Loki Neuroptics,Component,Polymer Bundle,Resource,150
Loki Chassis,Component,Credits,Resource,15000
Loki Chassis,Component,Morphics,Resource,1
Loki Chassis,Component,Ferrite,Resource,1000
Loki Chassis,Component,Rubedo,Resource,300
Loki Systems,Component,Credits,Resource,15000
Loki Systems,Component,Control Module,Resource,1
Loki Systems,Component,Morphics,Resource,1
Loki Systems,Component,Salvage,Resource,500
Saryn Neuroptics,Component,Credits,Resource,15000
Saryn Neuroptics,Component,Circuits,Resource,150
Saryn Neuroptics,Component,Neural Sensors,Resource,1
Saryn Neuroptics,Component,Polymer Bundle,Resource,300
Saryn Chassis,Component,Credits,Resource,15000
Saryn Chassis,Component,Morphics,Resource,1
Saryn Chassis,Component,Ferrite,Resource,1000
Saryn Chassis,Component,Rubedo,Resource,50
Saryn Systems,Component,Credits,Resource,15000
Saryn Systems,Component,Control Module,Resource,1
Saryn Systems,Component,Morphics,Resource,1
Saryn Systems,Component,Salvage,Resource,550
Protea Neuroptics,Component,Credits,Resource,15000
Protea Neuroptics,Component,Salvage,Resource,11500
Protea Neuroptics,Component,Polymer Bundle,Resource,5150
Protea Neuroptics,Component,Cubic Diodes,Resource,1250
Protea Chassis,Component,Credits,Resource,15000
Protea Chassis,Component,Alloy Plate,Resource,20000
Protea Chassis,Component,Carbides,Resource,2750
Protea Chassis,Component,Oxium,Resource,550
Protea Systems,Component,Credits,Resource,15000
Protea Systems,Component,Ferrite,Resource,13400
Protea Systems,Component,Cryotic,Resource,1000
Protea Systems,Component,Titanium,Resource,1750
Atlas Neuroptics ,Component,Credits,Resource,15000
Atlas Neuroptics ,Component,Polymer Bundle,Resource,1400
Atlas Neuroptics ,Component,Alloy Plate,Resource,1100
Atlas Neuroptics ,Component,Circuits,Resource,800
Atlas Chassis ,Component,Credits,Resource,15000
Atlas Chassis ,Component,Nano Spores,Resource,1800
Atlas Chassis ,Component,Cryotic,Resource,1300
Atlas Chassis ,Component,Rubedo,Resource,700
Atlas Systems ,Component,Credits,Resource,15000
Atlas Systems ,Component,Ferrite,Resource,4600
Atlas Systems ,Component,Polymer Bundle,Resource,1700
Atlas Systems ,Component,Morphics,Resource,5
Wukong Neuroptics,Component,Credits,Resource,15000
Wukong Neuroptics,Component,Circuits,Resource,1400
Wukong Neuroptics,Component,Neural Sensors,Resource,1
Wukong Neuroptics,Component,Polymer Bundle,Resource,2600
Wukong Chassis,Component,Credits,Resource,15000
Wukong Chassis,Component,Morphics,Resource,1
Wukong Chassis,Component,Ferrite,Resource,900
Wukong Chassis,Component,Rubedo,Resource,50
Wukong Systems,Component,Credits,Resource,15000
Wukong Systems,Component,Argon Crystal,Resource,2
Wukong Systems,Component,Neurodes,Resource,2
Wukong Systems,Component,Salvage,Resource,8000
Banshee Neuroptics ,Component,Credits,Resource,15000
Banshee Neuroptics ,Component,Circuits,Resource,150
Banshee Neuroptics ,Component,Neural Sensors,Resource,1
Banshee Neuroptics ,Component,Polymer Bundle,Resource,200
Banshee Chassis ,Component,Credits,Resource,15000
Banshee Chassis ,Component,Morphics,Resource,1
Banshee Chassis ,Component,Ferrite,Resource,900
Banshee Chassis ,Component,Rubedo,Resource,50
Banshee Systems ,Component,Credits,Resource,15000
Banshee Systems ,Component,Control Module,Resource,1
Banshee Systems ,Component,Morphics,Resource,1
Banshee Systems ,Component,Salvage,Resource,500
Lavos Neuroptics ,Component,Credits,Resource,15000
Lavos Neuroptics ,Component,Trapezium Xenorhast,Resource,6
Lavos Neuroptics ,Component,Titanium,Resource,2000
Lavos Neuroptics ,Component,Oxium,Resource,750
Lavos Chassis ,Component,Credits,Resource,15000
Lavos Chassis ,Component,Argon Crystal,Resource,2
Lavos Chassis ,Component,Nitain Extract,Resource,5
Lavos Chassis ,Component,Cryotic,Resource,1500
Lavos Systems ,Component,Credits,Resource,15000
Lavos Systems ,Component,Cabochon Embolos,Resource,6
Lavos Systems ,Component,Nano Spores,Resource,5500
Lavos Systems ,Component,Hexenon,Resource,550
Nova Neuroptics,Component,Credits,Resource,15000
Nova Neuroptics,Component,Alloy Plate,Resource,150
Nova Neuroptics,Component,Neural Sensors,Resource,1
Nova Neuroptics,Component,Polymer Bundle,Resource,150
Nova Neuroptics,Component,Rubedo,Resource,500
Nova Chassis,Component,Credits,Resource,15000
Nova Chassis,Component,Morphics,Resource,1
Nova Chassis,Component,Ferrite,Resource,1000
Nova Chassis,Component,Rubedo,Resource,300
Nova Systems,Component,Credits,Resource,15000
Nova Systems,Component,Control Module,Resource,1
Nova Systems,Component,Morphics,Resource,1
Nova Systems,Component,Salvage,Resource,500
Nova Systems,Component,Plastids,Resource,600
Ember Neuroptics,Component,Credits,Resource,15000
Ember Neuroptics,Component,Alloy Plate,Resource,150
Ember Neuroptics,Component,Neural Sensors,Resource,1
Ember Neuroptics,Component,Polymer Bundle,Resource,150
Ember Chassis,Component,Credits,Resource,15000
Ember Chassis,Component,Morphics,Resource,1
Ember Chassis,Component,Ferrite,Resource,1000
Ember Chassis,Component,Rubedo,Resource,300
Ember Systems,Component,Credits,Resource,15000
Ember Systems,Component,Control Module,Resource,1
Ember Systems,Component,Morphics,Resource,1
Ember Systems,Component,Salvage,Resource,500
Khora Neuroptics,Component,Credits,Resource,15000
Khora Neuroptics,Component,Kavat Gene Strain,Resource,2
Khora Neuroptics,Component,Forest Rodent Spine,Resource,35
Khora Neuroptics,Component,Polymer Bundle,Resource,1500
Khora Chassis,Component,Credits,Resource,15000
Khora Chassis,Component,Kavat Gene Strain,Resource,5
Khora Chassis,Component,Iradite,Resource,65
Khora Chassis,Component,Alloy Plate,Resource,12250
Khora Systems,Component,Credits,Resource,15000
Khora Systems,Component,Kavat Gene Strain,Resource,2
Khora Systems,Component,Plastids,Resource,1000
Khora Systems,Component,Circuits,Resource,2600
Valkyr Neuroptics,Component,Credits,Resource,15000
Valkyr Neuroptics,Component,Circuits,Resource,150
Valkyr Neuroptics,Component,Neural Sensors,Resource,1
Valkyr Neuroptics,Component,Polymer Bundle,Resource,200
Valkyr Chassis,Component,Credits,Resource,15000
Valkyr Chassis,Component,Morphics,Resource,1
Valkyr Chassis,Component,Ferrite,Resource,900
Valkyr Chassis,Component,Rubedo,Resource,50
Valkyr Systems,Component,Credits,Resource,15000
Valkyr Systems,Component,Control Module,Resource,1
Valkyr Systems,Component,Morphics,Resource,1
Valkyr Systems,Component,Salvage,Resource,500
Mesa Neuroptics,Component,Credits,Resource,15000
Mesa Neuroptics,Component,Alloy Plate,Resource,1500
Mesa Neuroptics,Component,Neural Sensors,Resource,2
Mesa Neuroptics,Component,Polymer Bundle,Resource,350
Mesa Chassis,Component,Credits,Resource,15000
Mesa Chassis,Component,Morphics,Resource,1
Mesa Chassis,Component,Oxium,Resource,50
Mesa Chassis,Component,Plastids,Resource,300
Mesa Systems,Component,Credits,Resource,15000
Mesa Systems,Component,Argon Crystal,Resource,1
Mesa Systems,Component,Nano Spores,Resource,1600
Mesa Systems,Component,Polymer Bundle,Resource,300
Titania Neuroptics,Component,Credits,Resource,15000
Titania Neuroptics,Component,Alloy Plate,Resource,1500
Titania Neuroptics,Component,Neurodes,Resource,2
Titania Neuroptics,Component,Polymer Bundle,Resource,2500
Titania Chassis,Component,Credits,Resource,15000
Titania Chassis,Component,Nitain Extract,Resource,3
Titania Chassis,Component,Ferrite,Resource,3000
Titania Chassis,Component,Rubedo,Resource,900
Titania Systems,Component,Credits,Resource,15000
Titania Systems,Component,Control Module,Resource,1
Titania Systems,Component,Plastids,Resource,800
Titania Systems,Component,Cryotic,Resource,2200
Nidus Neuroptics,Component,Credits,Resource,15000
Nidus Neuroptics,Component,Mutagen Sample,Resource,10
Nidus Neuroptics,Component,Plastids,Resource,1000
Nidus Neuroptics,Component,Polymer Bundle,Resource,2600
Nidus Chassis,Component,Credits,Resource,15000
Nidus Chassis,Component,Polymer Bundle,Resource,6000
Nidus Chassis,Component,Plastids,Resource,1400
Nidus Chassis,Component,Nano Spores,Resource,5000
Nidus Systems,Component,Credits,Resource,15000
Nidus Systems,Component,Nano Spores,Resource,6000
Nidus Systems,Component,Circuits,Resource,3500
Nidus Systems,Component,Morphics,Resource,14
Ivara Neuroptics,Component,Credits,Resource,15000
Ivara Neuroptics,Component,Neurodes,Resource,5
Ivara Neuroptics,Component,Plastids,Resource,800
Ivara Neuroptics,Component,Polymer Bundle,Resource,2600
Ivara Chassis,Component,Credits,Resource,15000
Ivara Chassis,Component,Morphics,Resource,5
Ivara Chassis,Component,Cryotic,Resource,2000
Ivara Chassis,Component,Rubedo,Resource,700
Ivara Systems,Component,Credits,Resource,15000
Ivara Systems,Component,Control Module,Resource,5
Ivara Systems,Component,Rubedo,Resource,1000
Ivara Systems,Component,Nitain Extract,Resource,5
Octavia Neuroptics,Component,Credits,Resource,15000
Octavia Neuroptics,Component,Oxium,Resource,1000
Octavia Neuroptics,Component,Plastids,Resource,2600
Octavia Neuroptics,Component,Polymer Bundle,Resource,4800
Octavia Chassis,Component,Credits,Resource,15000
Octavia Chassis,Component,Polymer Bundle,Resource,6000
Octavia Chassis,Component,Plastids,Resource,1500
Octavia Chassis,Component,Salvage,Resource,25000
Octavia Systems,Component,Credits,Resource,15000
Octavia Systems,Component,Kuva,Resource,2000
Octavia Systems,Component,Morphics,Resource,20
Octavia Systems,Component,Circuits,Resource,3000
Excalibur Neuroptics,Component,Credits,Resource,15000
Excalibur Neuroptics,Component,Alloy Plate,Resource,150
Excalibur Neuroptics,Component,Neural Sensors,Resource,1
Excalibur Neuroptics,Component,Polymer Bundle,Resource,150
Excalibur Chassis,Component,Credits,Resource,15000
Excalibur Chassis,Component,Morphics,Resource,1
Excalibur Chassis,Component,Ferrite,Resource,1000
Excalibur Chassis,Component,Rubedo,Resource,300
Excalibur Systems,Component,Credits,Resource,15000
Excalibur Systems,Component,Control Module,Resource,1
Excalibur Systems,Component,Morphics,Resource,1
Excalibur Systems,Component,Salvage,Resource,500
Sevagoth Neuroptics ,Component,Credits,Resource,15000
Sevagoth Neuroptics ,Component,Neural Sensors,Resource,6
Sevagoth Neuroptics ,Component,Titanium,Resource,1200
Sevagoth Neuroptics ,Component,Rubedo,Resource,750
Sevagoth Chassis ,Component,Credits,Resource,15000
Sevagoth Chassis ,Component,Morphics,Resource,8
Sevagoth Chassis ,Component,Cryotic,Resource,650
Sevagoth Chassis ,Component,Nullstones,Resource,2
Sevagoth Systems ,Component,Credits,Resource,15000
Sevagoth Systems ,Component,Argon Crystal,Resource,2
Sevagoth Systems ,Component,Oxium,Resource,250
Sevagoth Systems ,Component,Asterite,Resource,15
Nekros Neuroptics,Component,Credits,Resource,15000
Nekros Neuroptics,Component,Alloy Plate,Resource,150
Nekros Neuroptics,Component,Neural Sensors,Resource,1
Nekros Neuroptics,Component,Polymer Bundle,Resource,150
Nekros Chassis,Component,Credits,Resource,15000
Nekros Chassis,Component,Morphics,Resource,1
Nekros Chassis,Component,Ferrite,Resource,1000
Nekros Chassis,Component,Rubedo,Resource,300
Nekros Systems,Component,Credits,Resource,15000
Nekros Systems,Component,Control Module,Resource,1
Nekros Systems,Component,Morphics,Resource,1
Nekros Systems,Component,Salvage,Resource,500
Ash Neuroptics ,Component,Credits,Resource,15000
Ash Neuroptics ,Component,Alloy Plate,Resource,150
Ash Neuroptics ,Component,Neural Sensors,Resource,1
Ash Neuroptics ,Component,Polymer Bundle,Resource,150
Ash Chassis ,Component,Credits,Resource,15000
Ash Chassis ,Component,Morphics,Resource,1
Ash Chassis ,Component,Ferrite,Resource,1000
Ash Chassis ,Component,Rubedo,Resource,300
Ash Systems ,Component,Credits,Resource,15000
Ash Systems ,Component,Control Module,Resource,1
Ash Systems ,Component,Morphics,Resource,1
Ash Systems ,Component,Salvage,Resource,500
Xaku Neuroptics,Component,Credits,Resource,15000
Xaku Neuroptics,Component,Neural Sensors,Resource,10
Xaku Neuroptics,Component,Thaumic Distillate,Resource,60
Xaku Neuroptics,Component,Sharrac Teeth,Resource,20
Xaku Chassis,Component,Credits,Resource,15000
Xaku Chassis,Component,Gyromag Systems,Resource,5
Xaku Chassis,Component,Spinal Core Section,Resource,3
Xaku Chassis,Component,Venerdo Alloy,Resource,50
Xaku Systems,Component,Credits,Resource,15000
Xaku Systems,Component,Breath Of The Eidolon,Resource,10
Xaku Systems,Component,Scintillant,Resource,5
Xaku Systems,Component,Pustulite,Resource,45
Rhino Neuroptics,Component,Credits,Resource,15000
Rhino Neuroptics,Component,Alloy Plate,Resource,150
Rhino Neuroptics,Component,Morphics,Resource,1
Rhino Neuroptics,Component,Polymer Bundle,Resource,150
Rhino Chassis,Component,Credits,Resource,15000
Rhino Chassis,Component,Morphics,Resource,1
Rhino Chassis,Component,Ferrite,Resource,1000
Rhino Chassis,Component,Rubedo,Resource,300
Rhino Systems,Component,Credits,Resource,15000
Rhino Systems,Component,Gallium,Resource,1
Rhino Systems,Component,Morphics,Resource,1
Rhino Systems,Component,Salvage,Resource,500
Grendel Neuroptics ,Component,Credits,Resource,15000
Grendel Neuroptics ,Component,Argon Crystal,Resource,2
Grendel Neuroptics ,Component,Control Module,Resource,5
Grendel Neuroptics ,Component,Ferrite,Resource,3500
Grendel Chassis ,Component,Credits,Resource,15000
Grendel Chassis ,Component,Icon Condroc Wing,Resource,25
Grendel Chassis ,Component,Forest Rodent Spine,Resource,30
Grendel Chassis ,Component,Tralok Eyes,Resource,20
Grendel Systems ,Component,Credits,Resource,15000
Grendel Systems ,Component,Circuits,Resource,1125
Grendel Systems ,Component,Morphics,Resource,10
Grendel Systems ,Component,Icon Fish Meat,Resource,125
Zephyr Neuroptics ,Component,Credits,Resource,15000
Zephyr Neuroptics ,Component,Circuits,Resource,150
Zephyr Neuroptics ,Component,Oxium,Resource,200
Zephyr Neuroptics ,Component,Polymer Bundle,Resource,200
Zephyr Chassis ,Component,Credits,Resource,15000
Zephyr Chassis ,Component,Oxium,Resource,200
Zephyr Chassis ,Component,Nano Spores,Resource,900
Zephyr Chassis ,Component,Rubedo,Resource,50
Zephyr Systems ,Component,Credits,Resource,15000
Zephyr Systems ,Component,Control Module,Resource,1
Zephyr Systems ,Component,Oxium,Resource,200
Zephyr Systems ,Component,Polymer Bundle,Resource,500
Wisp Neuroptics,Component,Credits,Resource,15000
Wisp Neuroptics,Component,Hexenon,Resource,300
Wisp Neuroptics,Component,Tellurium Market,Resource,2
Wisp Neuroptics,Component,Plastids,Resource,950
Wisp Chassis,Component,Credits,Resource,15000
Wisp Chassis,Component,Hexenon,Resource,500
Wisp Chassis,Component,Argon Crystal,Resource,1
Wisp Chassis,Component,Oxium,Resource,700
Wisp Systems,Component,Credits,Resource,15000
Wisp Systems,Component,Hexenon,Resource,400
Wisp Systems,Component,Nitain Extract,Resource,2
Wisp Systems,Component,Rubedo,Resource,950
Yareli Neuroptics ,Component,Credits,Resource,15000
Yareli Neuroptics ,Component,Argon Crystal,Resource,2
Yareli Neuroptics ,Component,Plastids,Resource,150
Yareli Neuroptics ,Component,Salvage,Resource,875
Yareli Chassis ,Component,Credits,Resource,15000
Yareli Chassis ,Component,Tellurium Market,Resource,2
Yareli Chassis ,Component,Venerdo Alloy,Resource,20
Yareli Chassis ,Component,Circuits,Resource,350
Yareli Systems ,Component,Credits,Resource,15000
Yareli Systems ,Component,Nitain Extract,Resource,2
Yareli Systems ,Component,Cryotic,Resource,350
Yareli Systems ,Component,Exa Brain,Resource,5
Gara Neuroptics,Component,Credits,Resource,15000
Gara Neuroptics,Component,Pyrotic Alloy,Resource,90
Gara Neuroptics,Component,Grokdrul,Resource,65
Gara Neuroptics,Component,Circuits,Resource,700
Gara Chassis,Component,Credits,Resource,15000
Gara Chassis,Component,Cetus Wisp,Resource,2
Gara Chassis,Component,Coprite Alloy,Resource,120
Gara Chassis,Component,Iradite,Resource,55
Gara Systems,Component,Credits,Resource,15000
Gara Systems,Component,Morphics,Resource,2
Gara Systems,Component,Charc Electroplax,Resource,35
Gara Systems,Component,Esher Devar,Resource,25
Hildryn Neuroptics,Component,Credits,Resource,15000
Hildryn Neuroptics,Component,Lazulite Toroid,Resource,2
Hildryn Neuroptics,Component,Argon Crystal,Resource,1
Hildryn Neuroptics,Component,Mytocardia Spore,Resource,85
Hildryn Chassis,Component,Credits,Resource,15000
Hildryn Chassis,Component,Lazulite Toroid,Resource,2
Hildryn Chassis,Component,Nitain Extract,Resource,2
Hildryn Chassis,Component,Thermal Sludge,Resource,90
Hildryn Systems,Component,Credits,Resource,15000
Hildryn Systems,Component,Lazulite Toroid,Resource,2
Hildryn Systems,Component,Tellurium Market,Resource,2
Hildryn Systems,Component,Gorgaricus Spore,Resource,95
Vauban Neuroptics,Component,Credits,Resource,15000
Vauban Neuroptics,Component,Alloy Plate,Resource,150
Vauban Neuroptics,Component,Neural Sensors,Resource,1
Vauban Neuroptics,Component,Polymer Bundle,Resource,150
Vauban Chassis,Component,Credits,Resource,15000
Vauban Chassis,Component,Morphics,Resource,1
Vauban Chassis,Component,Ferrite,Resource,1000
Vauban Chassis,Component,Rubedo,Resource,300
Vauban Systems,Component,Credits,Resource,15000
Vauban Systems,Component,Control Module,Resource,1
Vauban Systems,Component,Morphics,Resource,1
Vauban Systems,Component,Salvage,Resource,500
Hydroid Neuroptics,Component,Credits,Resource,15000
Hydroid Neuroptics,Component,Alloy Plate,Resource,150
Hydroid Neuroptics,Component,Control Module,Resource,1
Hydroid Neuroptics,Component,Polymer Bundle,Resource,150
Hydroid Chassis,Component,Credits,Resource,15000
Hydroid Chassis,Component,Nano Spores,Resource,1200
Hydroid Chassis,Component,Polymer Bundle,Resource,1000
Hydroid Chassis,Component,Rubedo,Resource,300
Hydroid Systems,Component,Credits,Resource,15000
Hydroid Systems,Component,Orokin Cell,Resource,1
Hydroid Systems,Component,Gallium,Resource,4
Hydroid Systems,Component,Polymer Bundle,Resource,500
Oberon Neuroptics ,Component,Credits,Resource,15000
Oberon Neuroptics ,Component,Alloy Plate,Resource,150
Oberon Neuroptics ,Component,Control Module,Resource,1
Oberon Neuroptics ,Component,Polymer Bundle,Resource,150
Oberon Chassis ,Component,Credits,Resource,15000
Oberon Chassis ,Component,Gallium,Resource,1
Oberon Chassis ,Component,Polymer Bundle,Resource,1000
Oberon Chassis ,Component,Rubedo,Resource,300
Oberon Systems ,Component,Credits,Resource,15000
Oberon Systems ,Component,Orokin Cell,Resource,1
Oberon Systems ,Component,Gallium,Resource,1
Oberon Systems ,Component,Polymer Bundle,Resource,500
Frost Neuroptics,Component,Credits,Resource,15000
Frost Neuroptics,Component,Alloy Plate,Resource,150
Frost Neuroptics,Component,Neural Sensors,Resource,1
Frost Neuroptics,Component,Polymer Bundle,Resource,150
Frost Chassis,Component,Credits,Resource,15000
Frost Chassis,Component,Morphics,Resource,1
Frost Chassis,Component,Ferrite,Resource,1000
Frost Chassis,Component,Rubedo,Resource,300
Frost Systems,Component,Credits,Resource,15000
Frost Systems,Component,Control Module,Resource,1
Frost Systems,Component,Morphics,Resource,1
Frost Systems,Component,Salvage,Resource,500
Limbo Neuroptics,Component,Credits,Resource,15000
Limbo Neuroptics,Component,Alloy Plate,Resource,150
Limbo Neuroptics,Component,Polymer Bundle,Resource,150
Limbo Neuroptics,Component,Rubedo,Resource,500
Limbo Chassis,Component,Credits,Resource,15000
Limbo Chassis,Component,Neural Sensors,Resource,1
Limbo Chassis,Component,Rubedo,Resource,300
Limbo Chassis,Component,Ferrite,Resource,1000
Limbo Systems,Component,Credits,Resource,15000
Limbo Systems,Component,Control Module,Resource,1
Limbo Systems,Component,Morphics,Resource,3
Limbo Systems,Component,Salvage,Resource,500
Trinity Neuroptics,Component,Credits,Resource,15000
Trinity Neuroptics,Component,Alloy Plate,Resource,150
Trinity Neuroptics,Component,Neural Sensors,Resource,1
Trinity Neuroptics,Component,Polymer Bundle,Resource,150
Trinity Chassis,Component,Credits,Resource,15000
Trinity Chassis,Component,Morphics,Resource,1
Trinity Chassis,Component,Ferrite,Resource,1000
Trinity Chassis,Component,Rubedo,Resource,300
Trinity Systems,Component,Credits,Resource,15000
Trinity Systems,Component,Control Module,Resource,1
Trinity Systems,Component,Morphics,Resource,1
Trinity Systems,Component,Salvage,Resource,500
Nyx Neuroptics,Component,Credits,Resource,15000
Nyx Neuroptics,Component,Alloy Plate,Resource,150
Nyx Neuroptics,Component,Neural Sensors,Resource,1
Nyx Neuroptics,Component,Polymer Bundle,Resource,150
Nyx Chassis,Component,Credits,Resource,15000
Nyx Chassis,Component,Morphics,Resource,1
Nyx Chassis,Component,Ferrite,Resource,1000
Nyx Chassis,Component,Rubedo,Resource,300
Nyx Systems,Component,Credits,Resource,15000
Nyx Systems,Component,Control Module,Resource,1
Nyx Systems,Component,Morphics,Resource,1
Nyx Systems,Component,Salvage,Resource,500
Harrow Neuroptics,Component,Credits,Resource,15000
Harrow Neuroptics,Component,Rubedo,Resource,1500
Harrow Neuroptics,Component,Polymer Bundle,Resource,4000
Harrow Neuroptics,Component,Plastids,Resource,2000
Harrow Chassis,Component,Credits,Resource,15000
Harrow Chassis,Component,Alloy Plate,Resource,20000
Harrow Chassis,Component,Salvage,Resource,25000
Harrow Chassis,Component,Oxium,Resource,800
Harrow Systems,Component,Credits,Resource,15000
Harrow Systems,Component,Circuits,Resource,2500
Harrow Systems,Component,Cryotic,Resource,1000
Harrow Systems,Component,Ferrite,Resource,25000
Revenant Neuroptics,Component,Credits,Resource,15000
Revenant Neuroptics,Component,Neural Sensors,Resource,3
Revenant Neuroptics,Component,Sentient Core,Resource,15
Revenant Neuroptics,Component,Polymer Bundle,Resource,6000
Revenant Neuroptics,Component,Rubedo,Resource,2200
Revenant Chassis,Component,Credits,Resource,15000
Revenant Chassis,Component,Morphics,Resource,3
Revenant Chassis,Component,Sentient Core,Resource,10
Revenant Chassis,Component,Rubedo,Resource,1500
Revenant Chassis,Component,Iradite,Resource,50
Revenant Systems,Component,Credits,Resource,15000
Revenant Systems,Component,Control Module,Resource,3
Revenant Systems,Component,Cetus Wisp,Resource,3
Revenant Systems,Component,Salvage,Resource,8000
Revenant Systems,Component,Polymer Bundle,Resource,3000
Hydroid Prime Neuroptics,Component,Credits,Resource,15000
Hydroid Prime Neuroptics,Component,Neural Sensors,Resource,5
Hydroid Prime Neuroptics,Component,Plastids,Resource,1100
Hydroid Prime Neuroptics,Component,Alloy Plate,Resource,8750
Hydroid Prime Chassis,Component,Credits,Resource,15000
Hydroid Prime Chassis,Component,Argon Crystal,Resource,2
Hydroid Prime Chassis,Component,Gallium,Resource,5
Hydroid Prime Chassis,Component,Salvage,Resource,10500
Hydroid Prime Systems,Component,Credits,Resource,15000
Hydroid Prime Systems,Component,Nitain Extract,Resource,2
Hydroid Prime Systems,Component,Control Module,Resource,10
Hydroid Prime Systems,Component,Circuits,Resource,1300
