web-scraper-order,web-scraper-start-url,weaponpagelinks,weaponpagelinks-href,Source,Chance,primerelicdrops,researchsource,market,invasion,syndicate,barokiteer,kuva
"1637019860-207","https://warframe.fandom.com/wiki/Weapons#Primaries","Bubonico","https://warframe.fandom.com/wiki/Bubonico","","","null","Bio Lab Research","null","null","null","null","null"
"1637019430-65","https://warframe.fandom.com/wiki/Weapons#Primaries","Kohm","https://warframe.fandom.com/wiki/Kohm","","","null","null","can be purchased from the Market","null","null","null","Kuva Lich"
"1637019499-88","https://warframe.fandom.com/wiki/Weapons#Primaries","Paris","https://warframe.fandom.com/wiki/Paris","","","null","null","can be purchased from the Market","null","null","null","null"
"1637019566-107","https://warframe.fandom.com/wiki/Weapons#Primaries","Prisma","https://warframe.fandom.com/wiki/Prisma_Grinlok","","","null","null","null","null","null","sold by Baro Ki'Teer","null"
"1637019324-22","https://warframe.fandom.com/wiki/Weapons#Primaries","Sporothrix","https://warframe.fandom.com/wiki/Sporothrix","Receiver
(Final Stage (Normal))","3.75%","<tr>
<th style=""width: 27.5%;"">Source
</th>
<th style=""text-align:center"">Chance
</th>
<th style=""text-align:center"">Expected
</th>
<th style=""text-align:center"">Nearly Guaranteed
</th></tr>
<tr>
<td>Main Blueprint<br>(Final Stage (Normal))
</td>
<td style=""text-align:center"">6.25%
</td>
<td rowspan=""2"" style=""text-align:center"">32&nbsp;–&nbsp;33 Final Stages
</td>
<td rowspan=""2"" style=""text-align:center"">181&nbsp;±&nbsp;60 Final Stages
</td></tr>
<tr>
<td>Barrel<br>(Final Stage (Normal))
</td>
<td style=""text-align:center"">3.75%
</td></tr>
<tr>
<td>Main Blueprint<br>(Stage 1 (Arcana))
</td>
<td style=""text-align:center"">12.5%
</td>
<td rowspan=""1"" style=""text-align:center"">8 Stage One's
</td>
<td rowspan=""1"" style=""text-align:center"">52&nbsp;±&nbsp;17 Stage One's
</td></tr>
<tr>
<td>Main Blueprint<br>(Stage 2 (Arcana))
</td>
<td style=""text-align:center"">7.81%
</td>
<td rowspan=""2"" style=""text-align:center"">26&nbsp;–&nbsp;27 Stage Two's
</td>
<td rowspan=""2"" style=""text-align:center"">144&nbsp;±&nbsp;48 Stage Two's
</td></tr>
<tr>
<td>Barrel<br>(Stage 2 (Arcana))
</td>
<td style=""text-align:center"">4.69%
</td></tr>
<tr>
<td>Main Blueprint<br>(Stage 3 (Arcana))
</td>
<td style=""text-align:center"">7.81%
</td>
<td rowspan=""2"" style=""text-align:center"">26&nbsp;–&nbsp;27 Stage Three's
</td>
<td rowspan=""2"" style=""text-align:center"">144&nbsp;±&nbsp;48 Stage Three's
</td></tr>
<tr>
<td>Barrel<br>(Stage 3 (Arcana))
</td>
<td style=""text-align:center"">4.69%
</td></tr>
<tr>
<td>Barrel<br>(Final Stage (Arcana))
</td>
<td style=""text-align:center"">7.5%
</td>
<td rowspan=""1"" style=""text-align:center"">13&nbsp;–&nbsp;14 Final Stages
</td>
<td rowspan=""1"" style=""text-align:center"">89&nbsp;±&nbsp;30 Final Stages
</td></tr>","null","null","null","null","null","null"
"1637019576-109","https://warframe.fandom.com/wiki/Weapons#Primaries","Zenith","https://warframe.fandom.com/wiki/Zenith","","","null","null","null","null","null","null","null"
"1637019488-84","https://warframe.fandom.com/wiki/Weapons#Primaries","Penta","https://warframe.fandom.com/wiki/Penta","","","null","null","can be purchased from the Market","null","null","null","null"
"1637019818-187","https://warframe.fandom.com/wiki/Weapons#Primaries","Vandal","https://warframe.fandom.com/wiki/Braton_Vandal","Main Blueprint","2.01%","<tr>
<th style=""width: 27.5%;"">Source
</th>
<th style=""text-align:center"">Chance
</th>
<th style=""text-align:center"">Expected
</th>
<th style=""text-align:center"">Nearly Guaranteed
</th></tr>
<tr>
<td>Main Blueprint
</td>
<td style=""text-align:center"">2.01%
</td>
<td rowspan=""2"" style=""text-align:center"">74&nbsp;–&nbsp;75 C Rotations
</td>
<td rowspan=""2"" style=""text-align:center"">374&nbsp;±&nbsp;113 C Rotations
</td></tr>
<tr>
<td>Stock
</td>
<td style=""text-align:center"">2.01%
</td></tr>
<tr>
<td>Barrel
</td>
<td style=""text-align:center"">4.42%
</td>
<td rowspan=""2"" style=""text-align:center"">33&nbsp;–&nbsp;34 B Rotations
</td>
<td rowspan=""2"" style=""text-align:center"">168&nbsp;±&nbsp;51 B Rotations
</td></tr>
<tr>
<td>Receiver
</td>
<td style=""text-align:center"">4.42%
</td></tr>","null","null","null","null","null","null"
"1637019365-48","https://warframe.fandom.com/wiki/Weapons#Primaries","Kuva Hek","https://warframe.fandom.com/wiki/Kuva_Hek","","","null","null","null","null","null","null","Kuva Lich"
"1637019634-129","https://warframe.fandom.com/wiki/Weapons#Primaries","Synapse","https://warframe.fandom.com/wiki/Synapse","","","null","Bio Lab Research","null","null","null","null","null"
"1637019857-206","https://warframe.fandom.com/wiki/Weapons#Primaries","Shedu","https://warframe.fandom.com/wiki/Shedu","Receiver","1%","<tr>
<th style=""width: 27.5%;"">Source
</th>
<th style=""text-align:center"">Chance
</th>
<th style=""text-align:center"">Expected
</th>
<th style=""text-align:center"">Nearly Guaranteed
</th></tr>
<tr>
<td>Barrel
</td>
<td style=""text-align:center"">1%
</td>
<td rowspan=""4"" style=""text-align:center"">208&nbsp;–&nbsp;209 kills
</td>
<td rowspan=""4"" style=""text-align:center"">825&nbsp;±&nbsp;229 kills
</td></tr>
<tr>
<td>Chassis
</td>
<td style=""text-align:center"">1%
</td></tr>
<tr>
<td>Handle
</td>
<td style=""text-align:center"">1%
</td></tr>
<tr>
<td>Receiver
</td>
<td style=""text-align:center"">1%
</td></tr>","null","null","null","null","null","null"
"1637019468-76","https://warframe.fandom.com/wiki/Weapons#Primaries","Kuva Ogris","https://warframe.fandom.com/wiki/Kuva_Ogris","","","null","null","null","null","null","null","Kuva Lich"
"1637019486-81","https://warframe.fandom.com/wiki/Weapons#Primaries","Carmine","https://warframe.fandom.com/wiki/Carmine_Penta","Barrel","6.06%","<tr>
<th style=""width: 27.5%;"">Source
</th>
<th style=""text-align:center"">Chance
</th>
<th style=""text-align:center"">Expected
</th>
<th style=""text-align:center"">Nearly Guaranteed
</th></tr>
<tr>
<td>Main Blueprint
</td>
<td style=""text-align:center"">6.06%
</td>
<td rowspan=""4"" style=""text-align:center"">34&nbsp;–&nbsp;35 Rotation B Caches
</td>
<td rowspan=""4"" style=""text-align:center"">133&nbsp;±&nbsp;37 Rotation B Caches
</td></tr>
<tr>
<td>Barrel
</td>
<td style=""text-align:center"">6.06%
</td></tr>
<tr>
<td>Receiver
</td>
<td style=""text-align:center"">6.06%
</td></tr>
<tr>
<td>Stock
</td>
<td style=""text-align:center"">6.06%
</td></tr>","null","null","null","null","null","null"
"1637019845-199","https://warframe.fandom.com/wiki/Weapons#Primaries","Basmu","https://warframe.fandom.com/wiki/Basmu","","","null","null","null","null","null","null","null"
"1637019599-116","https://warframe.fandom.com/wiki/Weapons#Primaries","Stahlta","https://warframe.fandom.com/wiki/Stahlta","Receiver","22.22%","<tr>
<th style=""width: 27.5%;"">Source
</th>
<th style=""text-align:center"">Chance
</th>
<th style=""text-align:center"">Expected
</th>
<th style=""text-align:center"">Nearly Guaranteed
</th></tr>
<tr>
<td>Main Blueprint<br>(Jackal)
</td>
<td style=""text-align:center"">15%
</td>
<td rowspan=""1"" style=""text-align:center"">6&nbsp;–&nbsp;7 kills
</td>
<td rowspan=""1"" style=""text-align:center"">43&nbsp;±&nbsp;14 kills
</td></tr>
<tr>
<td>Receiver
</td>
<td style=""text-align:center"">22.22%
</td>
<td rowspan=""1"" style=""text-align:center"">4&nbsp;–&nbsp;5 C Rotations
</td>
<td rowspan=""1"" style=""text-align:center"">27&nbsp;±&nbsp;9 C Rotations
</td></tr>
<tr>
<td>Stock<br>(Extended)
</td>
<td style=""text-align:center"">29.63%
</td>
<td rowspan=""1"" style=""text-align:center"">3&nbsp;–&nbsp;4 C Rotations
</td>
<td rowspan=""1"" style=""text-align:center"">20&nbsp;±&nbsp;7 C Rotations
</td></tr>
<tr>
<td>Barrel<br>(Nightmare)
</td>
<td style=""text-align:center"">29.63%
</td>
<td rowspan=""1"" style=""text-align:center"">3&nbsp;–&nbsp;4 C Rotations
</td>
<td rowspan=""1"" style=""text-align:center"">20&nbsp;±&nbsp;7 C Rotations
</td></tr>","null","null","null","null","null","null"
"1637019506-90","https://warframe.fandom.com/wiki/Weapons#Primaries","Lenz","https://warframe.fandom.com/wiki/Lenz","","","null","Energy Lab Research","null","null","null","null","null"
